#OTU ID,LTEE.5..1,LTEE.5..2,LTEE.5..8,LTEE2.5.13,LTEE.5..4,LTEE.5..5,LTEE5.11,LTEE.5..6,LTEE.5..7,LTEE5.12,LTEE.5..3,LTEE5.9,LTEE.6..1,LTEE.6..2,LTEE.6..8,LTEE2.6.13,LTEE.6..4,LTEE.6..5,LTEE.6..6,LTEE.6..7,LTEE6.12,LTEE.6..3,LTEE6.9,LTEE7.2,LTEE.7..1,LTEE7.4,LTEE7.5,LTEE.7..6,LTEE7.3,LTEE.8..1,LTEE.8..2,LTEE.8..8,LTEE2.8.13,LTEE.8..4,LTEE.8..5,LTEE8.11,LTEE.8..6,LTEE.8..7,LTEE8.12,LTEE.8..3,LTEE8.9,LTEE.9..1,LTEE.9..2,LTEE.9..8,LTEE2.9.13,LTEE.9..4,LTEE.9..5,LTEE9.11,LTEE.9..7,LTEE2.9.12,LTEE.9..3,LTEE9.9,LTEE.13..1,LTEE.13..2,LTEE.13..8,LTEE.13..4,LTEE.13..5,LTEE13.11,LTEE.13..6,LTEE.13..7,LTEE.13..3,LTEE13.9,LTEE.16..1,LTEE.16..2,LTEE.16..8,LTEE.16..4,LTEE.16..5,LTEE16.11,LTEE.16..6,LTEE.16..7,LTEE2.16.12,LTEE.16..3,LTEE16.9,LTEE17.8,LTEE2.17.13,LTEE17.4,LTEE17.5,LTEE2.17.11,LTEE17.6,LTEE17.7,LTEE2.17.12,LTEE17.3,LTEE2.17.9,taxonomy
218154,4,10,0,0,5,0,0,3,13,0,8,20,1,1,0,1,8,0,8,0,0,0,2,7,7,1,0,24,4,2,2,0,2,2,20,30,1,17,1,0,17,5,3,1,0,4,0,12,0,0,0,5,2,19,1,0,5,1,0,32,7,10,19,38,1,0,0,2,0,1,0,0,1,0,0,0,0,7,0,0,0,0,10,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__; s__
359872,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,376,7,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__
4456068,0,11,102,37,0,1,269,1,95,70,68,135,0,21,55,166,1,193,0,193,229,63,150,4,0,1,0,5,2,0,8,65,20,1,1,81,2,17,1,42,247,9,1,63,4,1,2,219,65,1,42,124,0,48,49,0,2,248,14,51,56,163,1,27,123,0,1,253,9,38,6,7,32,138,11,5,2,75,5,148,25,54,12,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
4406967,93,0,83,0,137,485,0,25,96,0,75,99,27,1,106,0,254,344,52,116,0,102,132,0,0,155,32,251,7,1,0,39,0,41,24,0,136,26,0,152,327,3,0,311,0,160,323,0,163,0,51,116,1,0,68,7753,109,0,962,28,128,88,0,0,146,70,151,0,101,102,0,14,40,98,0,3210,134,0,63,219,0,61,21,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__
denovo29116,45,1,2,1,1,0,0,1,3,2,0,0,33,0,4,0,5,0,6,0,0,0,1,1,17,0,0,4,0,77,1,0,0,0,2,1,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0,2,74,0,0,1,1,3,0,3,2,0,1,2,0,0,1,1,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
denovo59947,0,1,4,3,3,0,7,0,0,3,15,10,0,2,3,35,1,1,0,20,2,2,22,0,0,8,0,0,0,0,0,5,1,0,1,4,0,1,0,4,31,0,0,2,0,0,6,2,5,0,2,6,0,2,2,0,9,11,0,4,6,3,0,2,6,0,3,15,0,2,0,1,1,8,0,0,3,5,0,6,4,6,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae
4378239,8,4510,503,519,4771,8,835,3,508,526,8693,680,3,6029,476,959,3076,6893,133,886,717,9625,627,1019,3,4733,1087,249,1626,4,426,523,367,5,876,382,520,107,95,7563,742,329,1088,240,161,7,5989,827,458,15,6219,618,6,7274,323,15,5677,988,3523,296,9894,544,16,7711,548,8,2318,712,3195,387,130,3125,146,548,215,12,4851,730,2543,595,411,8166,205,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Cellulomonadaceae
denovo40356,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__S24-7; g__; s__
539296,0,0,0,0,0,0,0,0,1,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,15,0,0,0,11,2,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__
denovo36375,0,39,0,4,16,0,9,0,0,1,83,1,0,60,0,5,25,28,0,1,2,83,2,15,0,16,5,0,13,0,6,1,1,0,5,4,0,0,0,141,5,2,13,0,0,0,49,5,2,0,33,2,0,78,0,0,46,4,7,1,89,1,0,94,5,0,20,4,17,3,0,19,0,2,0,0,33,4,7,2,0,24,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__
107461,7,5,1,0,0,2,0,1,32,0,5,4,2,1,0,4,3,5,6,1,0,0,0,3,13,0,3,16,3,8,2,1,0,1,1,1,3,8,0,1,2,33,0,0,0,2,0,2,1,0,0,1,30,1,1,0,2,3,1,12,0,0,45,6,0,0,2,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
557138,0,26,0,0,65,0,2,0,0,0,99,0,0,60,0,0,44,2,0,0,0,78,1,8,0,218,112,0,23,0,1,0,0,0,27,0,0,0,0,67,1,0,6,0,0,1,99,0,0,0,66,0,0,61,0,0,122,0,0,0,83,0,1,35,0,1,43,0,1,0,0,27,0,0,0,0,171,0,0,1,0,243,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
denovo20674,1,7,10,1,8,0,0,0,15,4,3,6,0,13,7,0,5,0,0,1,1,3,18,6,0,2,5,0,8,0,3,4,1,0,3,8,0,4,0,9,0,0,4,4,3,0,2,4,8,0,12,3,0,8,3,0,8,0,1,5,0,11,0,3,7,0,12,2,2,4,2,15,4,5,1,0,10,1,2,7,1,4,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
537062,1,270,0,1,1031,1,1,2,1,1,2207,1,0,728,0,0,606,1,1,1,1,2044,0,150,0,828,327,0,149,1,74,1,0,1,178,1,0,1,1,1833,3,3,105,2,0,0,2217,0,2,0,1207,0,0,1604,3,0,1206,1,0,0,2403,0,2,1007,1,0,1023,0,0,0,0,398,1,0,0,2,1309,0,2,0,1,1491,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
denovo40545,0,68,24,14,84,0,1,0,22,17,8,10,0,88,25,1,54,2,0,9,5,16,21,18,0,42,74,0,39,0,11,31,9,0,65,11,2,10,0,18,1,0,16,24,9,0,10,7,21,0,51,22,0,30,15,0,38,1,4,36,8,12,0,54,45,0,42,4,6,25,9,62,20,23,11,0,44,2,4,11,20,23,19,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
4316720,0,41,0,0,98,0,0,0,0,0,144,1,0,56,0,0,91,11,0,0,0,107,0,3,0,135,44,0,9,0,2,0,0,0,27,0,0,0,0,124,0,0,2,0,0,0,192,1,0,0,86,1,0,68,0,0,261,0,0,0,131,0,0,52,0,0,58,0,2,0,0,22,0,0,0,1,98,0,1,0,0,125,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
denovo80651,0,6,7,4,0,0,10,0,5,3,1,10,0,6,5,3,3,0,0,1,1,2,26,0,0,1,6,0,3,0,0,1,0,0,0,9,0,0,0,0,2,0,0,3,0,0,7,15,1,0,4,8,0,4,11,0,10,3,2,24,0,24,0,0,3,0,0,3,0,0,0,0,5,3,0,1,7,21,0,2,0,0,1,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
845178,1,354,11,0,1154,1,15,0,7,6,928,9,1,621,3,3,887,26,2,16,11,659,3,48,0,980,633,5,92,1,22,1,2,0,310,5,19,1,0,649,13,5,37,5,0,1,1573,8,10,1,764,7,1,513,2,7,2285,10,111,6,842,3,2,555,9,3,701,5,85,3,0,177,2,13,2,3,1545,1,51,7,1,1266,5,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
269930,0,0,110,133,1,2,78,0,62,45,2,95,0,0,46,195,0,640,1,133,68,1,112,0,1,0,0,19,0,0,0,55,38,0,0,45,25,9,8,0,160,8,0,74,10,0,0,99,57,3,0,96,0,0,37,0,1,128,228,38,0,104,0,0,87,0,0,105,7,49,4,1,18,109,6,4,0,33,5,82,8,1,12,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__; s__
817507,0,0,32,2,0,0,74,0,29,15,1,22,0,2,14,27,0,1087,15,86,47,0,43,0,0,0,0,17,0,0,0,6,3,0,0,42,56,18,12,0,75,8,0,14,1,0,0,67,37,0,0,29,0,0,11,0,0,67,378,10,1,19,0,2,10,0,0,36,6,30,1,0,7,24,1,0,0,13,3,40,7,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Brucellaceae
denovo51483,1,1,13,3,8,0,33,0,6,4,3,27,0,9,22,15,25,0,0,52,9,8,7,1,0,0,2,0,0,0,0,2,0,0,2,11,0,4,0,0,23,0,0,5,1,0,6,4,9,0,0,5,0,1,3,0,8,25,2,1,0,8,0,3,5,0,4,36,1,8,0,0,3,12,0,0,26,22,0,11,1,0,4,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
4449458,1,1,88,19,0,5,2834,0,84,76,6,152,0,0,80,76,1,0,1,197,155,2,96,1,0,1,5,0,0,0,0,44,24,0,1,104,0,10,4,1,158,0,0,94,7,2,4,237,98,0,4,110,0,1,44,21,1,248,0,45,0,84,1,1,101,0,0,166,0,79,3,0,27,88,3,2,0,38,2,132,20,1,11,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Acinetobacter; s__
denovo30758,0,4,1,1,12,0,3,0,2,1,36,2,0,12,1,3,3,1,0,0,0,23,1,0,0,3,0,0,2,0,1,0,0,0,0,1,0,0,0,11,0,0,2,0,0,0,14,0,0,0,14,1,0,15,1,0,9,0,1,0,28,0,0,17,0,0,1,2,1,0,0,5,0,1,1,0,12,2,2,1,0,8,1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sanguibacteraceae; g__Sanguibacter; s__
denovo76,1,42,58,146,58,0,1,0,42,42,22,42,0,62,67,5,44,1,1,33,21,14,108,8,0,51,52,0,18,1,3,100,35,0,35,31,0,41,0,20,11,1,4,50,41,3,20,37,62,0,39,71,0,35,54,0,57,8,7,64,6,55,1,1,76,0,34,20,3,72,38,34,37,85,66,0,26,32,1,72,55,45,51,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
4430952,1,0,630,163,0,1,1076,2,635,423,1,1018,1,2,474,797,0,1,1,1274,918,1,849,1,1,2,4,1,2,1,0,487,111,0,4,718,4,156,2,0,1557,3,2,338,53,0,2,1553,558,0,2,801,2,0,279,2,2,1312,4,338,1,603,0,1,687,1,1,1004,3,442,38,0,161,592,46,3,2,382,4,1066,139,0,69,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__Stenotrophomonas; s__
4303191,0,0,17,5,0,3,77,0,31,13,0,28,0,0,10,9,0,0,0,43,75,0,57,0,0,0,0,0,0,0,0,13,4,0,0,44,0,2,0,0,45,0,0,23,1,0,0,65,39,0,0,22,0,0,22,0,0,72,0,8,0,26,0,0,29,0,0,31,0,20,4,0,8,32,3,0,0,11,1,51,7,1,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
denovo50816,11,4,10,17,3,5,16,2,6,15,0,14,9,3,6,0,7,6,1,5,14,1,21,3,13,7,17,1,13,5,0,0,4,0,1,30,2,0,2,2,0,4,1,2,1,4,4,37,0,1,3,16,17,6,2,0,4,7,21,5,0,33,11,1,1,0,0,8,0,1,3,0,14,13,0,40,37,36,1,7,2,3,10,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
68617,1,13,1,1,0,15,1,0,0,0,52,3,0,25,1,1,2,14,1,2,0,53,0,5,0,1,1,4,4,0,0,1,1,2,0,1,1,1,0,46,2,0,2,1,0,1,4,0,2,0,34,1,0,30,0,125,3,2,3,0,55,0,0,19,0,0,3,0,1,0,0,4,0,0,1,40,0,0,1,1,2,54,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae; g__Achromobacter; s__
denovo9991,0,52,5,2,41,0,5,0,3,3,48,4,0,54,3,0,23,11,3,2,0,15,0,28,0,46,20,5,39,0,8,7,12,0,12,7,8,4,2,40,5,9,28,2,3,0,17,12,5,0,44,0,0,41,2,0,59,1,14,8,33,2,0,38,5,0,21,3,36,2,4,56,1,2,1,0,25,2,56,3,3,20,3,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Sanguibacteraceae; g__Sanguibacter; s__
4320368,159,87,88,65,39,64,1,40,62,49,19,73,138,58,139,0,131,19,209,52,29,16,62,45,61,5,24,172,9,273,57,54,15,20,52,108,90,65,21,13,3,14,26,69,20,46,11,25,88,23,9,51,57,86,49,7,16,2,28,67,4,66,200,76,50,78,44,24,75,79,19,24,25,99,25,15,102,41,41,44,34,8,43,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
denovo14820,0,3,3,7,1,0,19,0,5,3,9,14,0,1,2,74,0,0,0,20,2,3,16,0,0,0,1,0,0,0,0,2,0,0,1,5,0,0,0,0,39,0,0,4,0,0,0,15,3,0,0,7,0,16,1,0,8,13,0,4,9,13,0,54,6,0,0,21,0,2,1,0,1,8,0,0,1,16,0,12,3,1,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
denovo43247,0,7,2,0,21,0,5,0,5,0,73,7,0,21,3,2,12,0,0,9,1,39,10,0,0,8,10,0,1,0,0,0,0,0,5,2,0,0,0,41,21,0,0,0,0,0,30,7,3,0,14,6,0,28,0,0,62,3,0,1,60,2,0,17,1,1,14,8,0,0,0,5,1,3,0,0,28,1,0,4,1,16,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae; g__; s__
1105883,15,0,11,0,22,27,1,6,10,0,8,8,4,0,25,0,45,16,16,9,0,3,31,0,0,23,8,56,1,0,0,11,0,21,5,0,32,7,0,15,30,0,0,42,0,43,29,0,23,0,8,18,0,0,8,152,12,0,57,6,8,2,0,0,22,30,26,0,19,14,0,4,10,12,0,125,21,0,12,22,0,6,27,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Pseudoalteromonadaceae; g__Pseudoalteromonas; s__
denovo2982,0,0,1,0,0,0,0,0,0,0,0,1,763,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,225,51,0,0,0,43,1,39,0,6,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,73,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium; s__
159950,2,0,0,3,0,5,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,3,0,1,22,0,1,0,0,1,1,1,1,15,5,1,0,0,0,1,3,0,0,0,1,1,0,0,0,1,0,0,134,0,0,4,5,2,0,420,0,7,1,1,4,1,1,0,0,0,3,1,126,0,5,1,2,0,1,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
151176,0,0,9,0,0,0,2,0,0,0,0,6,1,0,56,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,81,0,0,0,6,2,0,0,2,0,0,5,0,0,0,0,1,0,2,2,0,32,1,0,0,0,1,0,0,8,36,0,0,0,0,0,1,0,0,4,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Methylobacteriaceae; g__Methylobacterium; s__organophilum
394796,1,7,1716,805,2,2,2494,1,1517,867,23,2553,3,19,1021,2743,3,60,2,3270,1891,28,1932,4,4,2,7,1,3,2,1,1217,660,1,6,1189,4,273,0,16,3819,3,4,1619,179,1,0,3179,1506,4,20,2309,1,17,853,1,0,2662,42,1049,30,1961,4,12,1905,0,0,3154,39,792,146,8,419,1873,226,0,8,1055,26,2678,389,32,404,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__viridiflava
denovo8416,11,7,2,3,2,2,5,1,3,16,0,19,5,3,2,0,5,7,0,1,11,0,15,7,12,3,7,0,12,3,0,0,2,0,1,21,0,0,0,0,0,5,0,3,2,1,5,30,0,0,3,17,14,3,5,4,5,8,14,8,0,41,4,0,0,2,0,4,0,3,4,1,13,6,1,41,16,17,3,4,0,1,8,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae
denovo15258,0,4,17,1,7,0,58,0,3,7,2,32,1,6,22,0,5,5,0,21,17,8,3,1,0,2,1,0,0,0,0,1,0,0,0,35,1,1,0,3,7,0,1,4,1,0,2,4,7,0,0,2,0,7,2,0,4,22,4,3,0,4,1,5,4,0,1,11,3,4,0,1,1,11,0,0,23,21,1,4,6,0,1,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
3701019,0,16,1,1,2,17,4,20,1,7,1,9,0,0,10,0,0,0,8,1,11,2,7,22,0,0,0,121,9,0,8,2,2,0,0,0,5,2,2,2,22,0,9,3,0,0,0,23,38,2,1,4,0,2,9,0,0,49,0,1,0,0,5,1,15,2,0,1,4,2,3,1,9,0,0,6,0,0,2,0,1,2,2,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Oxalobacteraceae
315609,1,5,1,0,11,6,0,1,3,0,3,3,2,2,2,2,8,4,4,2,15,1,8,2,3,1,1,22,3,4,1,0,0,0,2,10,5,2,0,0,14,1,3,7,0,1,4,2,1,0,0,2,3,6,3,364,5,35,84,19,1,6,334,4,1,3,0,7,3,0,1,0,1,1,0,178,5,16,1,1,1,1,6,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
2360704,1,2,40,18,0,0,7,2,28,18,0,13,0,1,26,14,1,2,0,41,12,0,49,0,1,0,0,1,0,1,0,34,3,0,0,13,1,16,2,1,16,0,0,17,2,1,0,21,34,0,0,43,1,1,12,1,0,11,3,23,0,22,1,4,37,0,0,22,9,20,4,0,14,24,12,0,0,6,3,36,6,0,6,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae
130455,0,42,0,0,19,0,0,0,0,0,89,0,0,42,0,0,28,26,0,0,0,85,1,8,0,6,3,0,11,0,4,0,0,0,5,0,0,0,0,136,0,3,9,0,0,0,49,0,0,0,16,0,0,71,0,0,42,0,3,0,91,0,0,95,0,0,13,0,15,0,0,18,0,0,0,0,37,0,6,0,0,30,1,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Nocardiaceae; g__Rhodococcus; s__
denovo80779,126,73,19,27,5,10,2,22,14,20,0,8,42,26,12,0,20,4,12,2,1,2,26,11,138,6,21,23,35,88,16,10,10,5,17,18,6,30,6,1,0,62,6,9,7,21,7,14,5,11,27,17,108,11,35,0,9,1,23,62,0,20,30,1,7,1,2,1,12,3,32,19,45,8,8,9,18,26,6,6,0,0,31,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__
2534143,0,4,1,0,8,0,2,0,1,0,6,2,0,5,2,0,5,14,0,0,0,7,0,0,0,6,4,1,1,0,0,0,0,0,3,0,2,0,0,7,1,2,1,0,0,0,16,2,1,0,11,2,0,5,0,3,23,0,35,0,10,1,0,6,0,0,6,2,7,1,0,1,0,0,0,0,6,0,4,5,0,11,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
640071,0,8,0,0,38,0,0,0,0,0,40,0,0,28,0,0,28,7,0,0,0,39,0,1,0,34,27,0,0,0,1,0,0,0,20,1,0,0,0,29,0,0,4,0,0,0,49,0,0,0,24,0,0,29,0,0,69,0,0,0,38,0,0,15,0,0,19,0,0,0,0,15,0,0,0,0,31,0,0,0,0,27,0,k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas; s__
322934,0,4,18,8,7,25,0,5,1,8,0,6,0,18,29,0,23,6,36,9,2,0,0,2,1,1,4,49,0,0,5,1,2,5,9,14,31,10,1,1,0,0,4,8,3,10,2,1,10,2,1,0,0,1,7,2,1,0,8,3,0,3,0,0,3,22,8,2,15,11,1,2,1,3,3,3,12,0,6,0,2,1,0,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
306704,0,1,0,0,8,0,20,0,3,1,15,12,391,0,0,2,1,0,0,0,0,0,0,1,0,0,1,24,3,66,158,0,4,2,32,49,29,0,14,0,0,0,0,0,0,11,3,0,0,1,0,0,0,10,0,0,36,13,0,1,2,0,0,2,0,2,2,0,0,0,0,0,0,0,1,36,0,94,1,0,0,4,4,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__; s__
640392,0,0,1,0,0,12,0,0,0,0,1,1,0,0,3,0,2,8,0,1,0,1,4,0,0,9,1,5,0,0,0,0,0,2,0,0,0,0,0,4,3,0,0,0,0,1,2,0,2,0,0,2,0,0,1,223,3,0,7,0,2,3,0,0,1,0,6,0,0,3,0,1,0,2,0,66,0,0,0,4,0,1,4,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__
811462,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,21,0,0,0,14,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Mogibacteriaceae]; g__; s__
4469492,2,0,154,38,0,0,291,0,187,102,1,280,0,0,93,185,0,7,0,453,227,1,186,0,1,0,1,2,0,1,0,80,12,0,0,91,3,18,0,0,361,1,0,92,6,1,0,372,145,0,0,184,2,0,79,24,0,413,40,87,0,225,0,10,174,0,0,308,17,72,5,0,32,179,10,2,1,74,8,252,14,0,6,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Delftia; s__
1708706,42,19,22,18,42,43,0,52,25,28,0,7,12,17,38,0,32,18,54,8,7,7,7,59,23,25,55,57,39,23,58,39,18,64,62,23,71,66,50,5,1,71,64,36,26,59,14,6,33,39,28,15,29,8,40,8,4,3,20,32,0,12,41,3,33,66,55,3,48,38,36,44,31,10,32,17,17,0,59,11,17,4,25,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__
61836,8,2,37,1,2,0,32,11,56,16,4,22,7,0,17,19,0,0,49,47,16,1,42,0,7,0,0,14,2,1,0,38,3,0,4,18,1,33,1,0,55,2,0,15,3,0,0,35,16,1,0,26,8,1,12,0,3,30,4,39,0,22,22,1,27,0,0,25,5,17,3,0,1,15,3,2,3,4,2,27,2,0,5,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__; s__
denovo38973,0,32,25,9,37,0,0,0,21,19,9,15,0,46,22,0,19,1,1,16,7,12,36,2,0,32,29,2,8,0,3,33,8,0,27,21,1,13,1,6,0,0,10,10,3,0,10,12,25,0,31,27,1,17,21,2,15,1,4,19,6,32,0,3,38,1,28,2,3,11,13,33,24,34,9,0,15,3,3,27,7,8,9,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Hydrogenophaga; s__
306546,28,7,12,2,2,6,3,2,5,5,0,5,12,4,3,0,5,6,3,0,5,2,6,0,30,1,2,0,4,24,4,1,2,0,4,10,0,3,0,0,0,10,0,2,1,10,8,13,0,0,6,8,31,5,11,3,7,2,25,7,0,6,10,2,0,0,0,3,3,1,0,1,2,1,0,14,9,10,0,3,0,0,2,k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Methylophilales; f__Methylophilaceae; g__; s__
147678,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__
denovo62583,0,0,0,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,127,0,0,0,42,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__AF12; s__
